overall,asin,reviewerID,cluster,brand,highlight,asin2,reviewerID2,main_suggestions,second_suggestions
5.0,1682307913,AWXFIIM7G7GFR,2,Visit Amazon's T.M. Frazier Page,0,1515,345,"{'1537344374', '1539427765', '1940673747', '1682307913', '1530647541', '1939276195', '1502385511', '1455534188', '1973778947', '0985817089'}","{'1537344374', '1539427765', '1940673747', '1682307913', '1530647541', '1939276195', '1502385511', '1455534188', '1973778947', '0985817089'}"
5.0,1682307913,A2G8BGXXQX5E8C,2,Visit Amazon's T.M. Frazier Page,0,1515,343,"{'1537344374', '1539427765', '1940673747', '1682307913', '1530647541', '1939276195', '1502385511', '1455534188', '1973778947', '0985817089'}","{'1537344374', '1539427765', '1940673747', '1682307913', '1530647541', '1939276195', '1502385511', '1455534188', '1973778947', '0985817089'}"
5.0,1682307913,AT14DZD4CUA3G,2,Visit Amazon's T.M. Frazier Page,0,1515,396,"{'1537344374', '1539427765', '1940673747', '1682307913', '1530647541', '1939276195', '1502385511', '1455534188', '1973778947', '0985817089'}","{'1537344374', '1539427765', '1940673747', '1682307913', '1530647541', '1939276195', '1502385511', '1455534188', '1973778947', '0985817089'}"
5.0,1682307913,AUZ96COITGKE3,2,Visit Amazon's T.M. Frazier Page,0,1515,66,"{'1537344374', '1539427765', '1940673747', '1682307913', '1530647541', '1939276195', '1502385511', '1455534188', '1973778947', '0985817089'}","{'1537344374', '1539427765', '1940673747', '1682307913', '1530647541', '1939276195', '1502385511', '1455534188', '1973778947', '0985817089'}"
5.0,1517756510,A2YJMETJWHZKLT,2,Visit Amazon's Kathy Coopmans Page,0,1516,70,"{'0615764037', '1940883229', '0993702325', '1477818065', '1476735603', '1682304752', '1944810013', '1517756510', '194095102X', '1507666233'}","{'0615764037', '1940883229', '0993702325', '1477818065', '1476735603', '1682304752', '1944810013', '1517756510', '194095102X', '1507666233'}"
5.0,1517756510,AJYEWC922WUNC,2,Visit Amazon's Kathy Coopmans Page,0,1516,258,"{'0615764037', '1940883229', '0993702325', '1477818065', '1476735603', '1682304752', '1944810013', '1517756510', '194095102X', '1507666233'}","{'0615764037', '1940883229', '0993702325', '1477818065', '1476735603', '1682304752', '1944810013', '1517756510', '194095102X', '1507666233'}"
5.0,1517756510,A21P46OY40BP9B,2,Visit Amazon's Kathy Coopmans Page,0,1516,232,"{'0615764037', '1940883229', '0993702325', '1477818065', '1476735603', '1682304752', '1944810013', '1517756510', '194095102X', '1507666233'}","{'0615764037', '1940883229', '0993702325', '1477818065', '1476735603', '1682304752', '1944810013', '1517756510', '194095102X', '1507666233'}"
5.0,1682304868,A3W2ZUMCYMW6B7,2,Visit Amazon's Tijan Page,0,1517,408,"{'0996135618', '1476718970', '1539969665', '1523940271', '1682304868', '1476765367', '1523886099', '0989163377', '1940941784', '1489591095'}","{'0996135618', '1476718970', '1539969665', '1523940271', '1682304868', '1476765367', '1523886099', '0989163377', '1940941784', '1489591095'}"
4.0,1682304868,A13KP9R4K5RZES,1,Visit Amazon's Tijan Page,0,1517,153,"{'0996135618', '1476718970', '1539969665', '1523940271', '1682304868', '1476765367', '1523886099', '0989163377', '1940941784', '1489591095'}","{'0996135618', '1476718970', '1539969665', '1523940271', '1682304868', '1476765367', '1523886099', '0989163377', '1940941784', '1489591095'}"
4.0,1717110983,A1DJIN2ZZ3IZ5Z,1,Visit Amazon's L.J. Shen Page,0,1518,353,"{'1981684581', '1521243832', '1250086280', '1682305988', '0062403400', '1534887202', '0998310131', '1717110983', '1941098126', '1548769703'}","{'1981684581', '1521243832', '1250086280', '1682305988', '0062403400', '1534887202', '0998310131', '1717110983', '1941098126', '1548769703'}"
5.0,1717110983,A2MPS6SED8DVCW,2,Visit Amazon's L.J. Shen Page,0,1518,102,"{'1981684581', '1521243832', '1250086280', '1682305988', '0062403400', '1534887202', '0998310131', '1717110983', '1941098126', '1548769703'}","{'1981684581', '1521243832', '1250086280', '1682305988', '0062403400', '1534887202', '0998310131', '1717110983', '1941098126', '1548769703'}"
5.0,1717110983,ACUTKWC2Y2F4K,2,Visit Amazon's L.J. Shen Page,0,1518,327,"{'1981684581', '1521243832', '1250086280', '1682305988', '0062403400', '1534887202', '0998310131', '1717110983', '1941098126', '1548769703'}","{'1981684581', '1521243832', '1250086280', '1682305988', '0062403400', '1534887202', '0998310131', '1717110983', '1941098126', '1548769703'}"
5.0,1717110983,A2KAE3P8JE7VGG,2,Visit Amazon's L.J. Shen Page,0,1518,371,"{'1981684581', '1521243832', '1250086280', '1682305988', '0062403400', '1534887202', '0998310131', '1717110983', '1941098126', '1548769703'}","{'1981684581', '1521243832', '1250086280', '1682305988', '0062403400', '1534887202', '0998310131', '1717110983', '1941098126', '1548769703'}"
5.0,1535092807,A1ONF1PVSKH226,2,Visit Amazon's M.N. Forgy Page,0,1519,420,"{'1535092807', '1520192819', '1545128367', '1523459050', '1535322675', '1469252317', '1477818065', '1941480160', '1979833567', '1499291019'}","{'1535092807', '1520192819', '1545128367', '1523459050', '1535322675', '1469252317', '1477818065', '1941480160', '1979833567', '1499291019'}"
5.0,1535092807,AM60XVR85FKR6,2,Visit Amazon's M.N. Forgy Page,0,1519,162,"{'1535092807', '1520192819', '1545128367', '1523459050', '1535322675', '1469252317', '1477818065', '1941480160', '1979833567', '1499291019'}","{'1535092807', '1520192819', '1545128367', '1523459050', '1535322675', '1469252317', '1477818065', '1941480160', '1979833567', '1499291019'}"
5.0,1494558084,A24Z79OS5VQA7Y,2,Visit Amazon's Claudia Connor Page,0,1520,136,"{'1522749608', '1502319292', '1938127552', '194148008X', '1492338141', '1503935310', '1493729454', '1940941598', '1494558084', '031294232X'}","{'1522749608', '1502319292', '1938127552', '194148008X', '1492338141', '1503935310', '1493729454', '1940941598', '1494558084', '031294232X'}"
5.0,1494558084,A3ESFCDE13IMH4,2,Visit Amazon's Claudia Connor Page,0,1520,404,"{'1522749608', '1502319292', '1938127552', '194148008X', '1492338141', '1503935310', '1493729454', '1940941598', '1494558084', '031294232X'}","{'1522749608', '1502319292', '1938127552', '194148008X', '1492338141', '1503935310', '1493729454', '1940941598', '1494558084', '031294232X'}"
4.0,1494558084,A2AKH66IWM5O5,1,Visit Amazon's Claudia Connor Page,0,1520,369,"{'1522749608', '1502319292', '1938127552', '194148008X', '1492338141', '1503935310', '1493729454', '1940941598', '1494558084', '031294232X'}","{'1522749608', '1502319292', '1938127552', '194148008X', '1492338141', '1503935310', '1493729454', '1940941598', '1494558084', '031294232X'}"
5.0,1494558084,AFLUSKCVBJ8UG,2,Visit Amazon's Claudia Connor Page,0,1520,322,"{'1522749608', '1502319292', '1938127552', '194148008X', '1492338141', '1503935310', '1493729454', '1940941598', '1494558084', '031294232X'}","{'1522749608', '1502319292', '1938127552', '194148008X', '1492338141', '1503935310', '1493729454', '1940941598', '1494558084', '031294232X'}"
5.0,1494558084,A1RM1BXXU6KJPM,2,Visit Amazon's Claudia Connor Page,0,1520,227,"{'1522749608', '1502319292', '1938127552', '194148008X', '1492338141', '1503935310', '1493729454', '1940941598', '1494558084', '031294232X'}","{'1522749608', '1502319292', '1938127552', '194148008X', '1492338141', '1503935310', '1493729454', '1940941598', '1494558084', '031294232X'}"
5.0,1494558084,A3K4HYYXZFODU2,2,Visit Amazon's Claudia Connor Page,0,1520,326,"{'1522749608', '1502319292', '1938127552', '194148008X', '1492338141', '1503935310', '1493729454', '1940941598', '1494558084', '031294232X'}","{'1522749608', '1502319292', '1938127552', '194148008X', '1492338141', '1503935310', '1493729454', '1940941598', '1494558084', '031294232X'}"
5.0,1537403001,A23V5ED74WPYL8,2,Visit Amazon's Karina Halle Page,0,1521,256,"{'1939276012', '1101967455', '1542779308', '1682307549', '1484148037', '1250121116', '1537403001', '1976528925', '1976333083', '1250109302'}","{'1939276012', '1101967455', '1542779308', '1682307549', '1484148037', '1250121116', '1537403001', '1976528925', '1976333083', '1250109302'}"
5.0,1537403001,AQ3DRB3P7PUEF,2,Visit Amazon's Karina Halle Page,0,1521,362,"{'1939276012', '1101967455', '1542779308', '1682307549', '1484148037', '1250121116', '1537403001', '1976528925', '1976333083', '1250109302'}","{'1939276012', '1101967455', '1542779308', '1682307549', '1484148037', '1250121116', '1537403001', '1976528925', '1976333083', '1250109302'}"
5.0,1537403001,A2M627M4S7T2ZU,2,Visit Amazon's Karina Halle Page,0,1521,382,"{'1939276012', '1101967455', '1542779308', '1682307549', '1484148037', '1250121116', '1537403001', '1976528925', '1976333083', '1250109302'}","{'1939276012', '1101967455', '1542779308', '1682307549', '1484148037', '1250121116', '1537403001', '1976528925', '1976333083', '1250109302'}"
5.0,1977930263,A3EL3D7O1WYWBT,2,Visit Amazon's Melanie Harlow Page,0,1522,346,"{'1495979237', '0989247910', '1494565358', '0996839453', '1503939634', '0993702325', '1978492367', '1503943542', '1977930263', '1480568112'}","{'1495979237', '0989247910', '1494565358', '0996839453', '1503939634', '0993702325', '1978492367', '1503943542', '1977930263', '1480568112'}"
5.0,1977930263,A32C0KE2Y40NIS,2,Visit Amazon's Melanie Harlow Page,0,1522,310,"{'1495979237', '0989247910', '1494565358', '0996839453', '1503939634', '0993702325', '1978492367', '1503943542', '1977930263', '1480568112'}","{'1495979237', '0989247910', '1494565358', '0996839453', '1503939634', '0993702325', '1978492367', '1503943542', '1977930263', '1480568112'}"
5.0,1979731349,A15PF9JMCVTSA9,2,Visit Amazon's Madison Faye Page,0,1523,307,"{'1541320735', '1938150341', '1978393296', '151164446X', '1983401048', '1497586097', '197374922X', '1495498530', '1545547300', '1979731349'}","{'1541320735', '1938150341', '1978393296', '151164446X', '1983401048', '1497586097', '197374922X', '1495498530', '1545547300', '1979731349'}"
5.0,B0000547HM,A1CNQTCRQ35IMM,2,Stephen King,0,1524,41,"{'B0000547HM', '0099244721', '0316206857', '0307277674', 'B00125WP0U', '0385543026', '0316152196', '0140434917', '0778313514', '0140861750'}","{'B0000547HM', '0099244721', '0316206857', '0307277674', 'B00125WP0U', '0385543026', '0316152196', '0140434917', '0778313514', '0140861750'}"
5.0,B0000547HM,A1CNQTCRQ35IMM,2,Stephen King,0,1524,41,"{'B0000547HM', '0099244721', '0316206857', '0307277674', 'B00125WP0U', '0385543026', '0316152196', '0140434917', '0778313514', '0140861750'}","{'B0000547HM', '0099244721', '0316206857', '0307277674', 'B00125WP0U', '0385543026', '0316152196', '0140434917', '0778313514', '0140861750'}"
5.0,B0000547HM,A2NJO6YE954DBH,2,Stephen King,0,1524,11,"{'B0000547HM', '0099244721', '0316206857', '0307277674', 'B00125WP0U', '0385543026', '0316152196', '0140434917', '0778313514', '0140861750'}","{'B0000547HM', '0099244721', '0316206857', '0307277674', 'B00125WP0U', '0385543026', '0316152196', '0140434917', '0778313514', '0140861750'}"
5.0,B0000547HM,A2NJO6YE954DBH,2,Stephen King,0,1524,11,"{'B0000547HM', '0099244721', '0316206857', '0307277674', 'B00125WP0U', '0385543026', '0316152196', '0140434917', '0778313514', '0140861750'}","{'B0000547HM', '0099244721', '0316206857', '0307277674', 'B00125WP0U', '0385543026', '0316152196', '0140434917', '0778313514', '0140861750'}"
4.0,099506508X,A15Q5MVRVBMKW7,1,Visit Amazon's Giana Darling Page,0,1525,231,"{'1537344374', '1947189077', '1537462415', '1944475176', '1943443149', '1539139468', '1986133532', '099506508X', '1732624704', '0007141424'}","{'1537344374', '1947189077', '1537462415', '1944475176', '1943443149', '1539139468', '1986133532', '099506508X', '1732624704', '0007141424'}"
5.0,099506508X,AT14DZD4CUA3G,2,Visit Amazon's Giana Darling Page,0,1525,396,"{'1537344374', '1947189077', '1537462415', '1944475176', '1943443149', '1539139468', '1986133532', '099506508X', '1732624704', '0007141424'}","{'1537344374', '1947189077', '1537462415', '1944475176', '1943443149', '1539139468', '1986133532', '099506508X', '1732624704', '0007141424'}"
5.0,099506508X,A20I8QOZHH9BRK,2,Visit Amazon's Giana Darling Page,0,1525,360,"{'1537344374', '1947189077', '1537462415', '1944475176', '1943443149', '1539139468', '1986133532', '099506508X', '1732624704', '0007141424'}","{'1537344374', '1947189077', '1537462415', '1944475176', '1943443149', '1539139468', '1986133532', '099506508X', '1732624704', '0007141424'}"
5.0,099506508X,A3SJW5TGW16UDT,2,Visit Amazon's Giana Darling Page,0,1525,16,"{'1537344374', '1947189077', '1537462415', '1944475176', '1943443149', '1539139468', '1986133532', '099506508X', '1732624704', '0007141424'}","{'1537344374', '1947189077', '1537462415', '1944475176', '1943443149', '1539139468', '1986133532', '099506508X', '1732624704', '0007141424'}"
5.0,1974125459,A3T7S6BDKHWPJD,2,Visit Amazon's Ashlee Price Page,0,1526,412,"{'1480153443', '1540366251', '1533269467', '148398348X', '1548858102', '1974125459', '1501042807', '1534654402', '0998781142', '1910575011'}","{'1480153443', '1540366251', '1533269467', '148398348X', '1548858102', '1974125459', '1501042807', '1534654402', '0998781142', '1910575011'}"
4.0,1974125459,A115KD4FV8D97W,1,Visit Amazon's Ashlee Price Page,0,1526,375,"{'1480153443', '1540366251', '1533269467', '148398348X', '1548858102', '1974125459', '1501042807', '1534654402', '0998781142', '1910575011'}","{'1480153443', '1540366251', '1533269467', '148398348X', '1548858102', '1974125459', '1501042807', '1534654402', '0998781142', '1910575011'}"
4.0,1546562532,A2RMULV25P85EK,1,Visit Amazon's J.H. Croix Page,0,1527,421,"{'1500642002', '1543186289', '1548896489', '1682813258', '1986313689', '1546562532', '1514664003', '1508536333', '1530173922', '1542791839'}","{'1500642002', '1543186289', '1548896489', '1682813258', '1986313689', '1546562532', '1514664003', '1508536333', '1530173922', '1542791839'}"
4.0,197374922X,A1B871BGSYX0F1,1,Visit Amazon's Michelle Love Page,0,1528,414,"{'1523779721', '153315368X', '1541320735', '1938150341', '1925512029', '1978393296', '151164446X', '1481859242', '197374922X', '1979731349'}","{'1523779721', '153315368X', '1541320735', '1938150341', '1925512029', '1978393296', '151164446X', '1481859242', '197374922X', '1979731349'}"
5.0,197374922X,A15PF9JMCVTSA9,2,Visit Amazon's Michelle Love Page,0,1528,307,"{'1523779721', '153315368X', '1541320735', '1938150341', '1925512029', '1978393296', '151164446X', '1481859242', '197374922X', '1979731349'}","{'1523779721', '153315368X', '1541320735', '1938150341', '1925512029', '1978393296', '151164446X', '1481859242', '197374922X', '1979731349'}"
5.0,1546508171,A3CSQ0DDF89W8K,2,Visit Amazon's Mia Ford Page,0,1529,431,"{'1546508171', '1911608088', '1975979753', '1543035965', '1514664003', '1533205167', '1978129246', '1976219442', '1521180350', '1634810694'}","{'1546508171', '1911608088', '1975979753', '1543035965', '1514664003', '1533205167', '1978129246', '1976219442', '1521180350', '1634810694'}"
5.0,1539341348,A1B871BGSYX0F1,2,Visit Amazon's Isabella Starling Page,0,1530,414,"{'153469868X', '1926527259', '1523779721', '1539341348', '153315368X', '1925512029', '1481859242', '197374922X', '1503014118', '1542791839'}","{'153469868X', '1926527259', '1523779721', '1539341348', '153315368X', '1925512029', '1481859242', '197374922X', '1503014118', '1542791839'}"
2.0,1539341348,A1ONF1PVSKH226,0,Visit Amazon's Isabella Starling Page,0,1530,420,"{'153469868X', '1926527259', '1523779721', '1539341348', '153315368X', '1925512029', '1481859242', '197374922X', '1503014118', '1542791839'}","{'153469868X', '1926527259', '1523779721', '1539341348', '153315368X', '1925512029', '1481859242', '197374922X', '1503014118', '1542791839'}"
5.0,1539341348,A2PZA5XB74EIDB,2,Visit Amazon's Isabella Starling Page,0,1530,413,"{'153469868X', '1926527259', '1523779721', '1539341348', '153315368X', '1925512029', '1481859242', '197374922X', '1503014118', '1542791839'}","{'153469868X', '1926527259', '1523779721', '1539341348', '153315368X', '1925512029', '1481859242', '197374922X', '1503014118', '1542791839'}"
4.0,198143111X,A3O37N1EDT5RCN,1,Brittainy C Cherry,0,1531,377,"{'1408834944', '1514394634', '1537274902', '1540658244', '1548417025', '197945017X', '1507641567', '099639706X', '1942874103', '198143111X'}","{'1408834944', '1514394634', '1537274902', '1540658244', '1548417025', '197945017X', '1507641567', '099639706X', '1942874103', '198143111X'}"
5.0,198143111X,A1DJIN2ZZ3IZ5Z,2,Brittainy C Cherry,0,1531,353,"{'1408834944', '1514394634', '1537274902', '1540658244', '1548417025', '197945017X', '1507641567', '099639706X', '1942874103', '198143111X'}","{'1408834944', '1514394634', '1537274902', '1540658244', '1548417025', '197945017X', '1507641567', '099639706X', '1942874103', '198143111X'}"
5.0,198143111X,A3F95G0RO94Y4X,2,Brittainy C Cherry,0,1531,356,"{'1408834944', '1514394634', '1537274902', '1540658244', '1548417025', '197945017X', '1507641567', '099639706X', '1942874103', '198143111X'}","{'1408834944', '1514394634', '1537274902', '1540658244', '1548417025', '197945017X', '1507641567', '099639706X', '1942874103', '198143111X'}"
4.0,1984335812,AKL671O7C1YPT,1,Visit Amazon's Winter Renshaw Page,0,1532,225,"{'1542852129', '153501055X', '1492265225', '1479237140', '0606365273', '1682309908', '1984335812', '149530342X', '1534622144', '0451412729'}","{'1542852129', '153501055X', '1492265225', '1479237140', '0606365273', '1682309908', '1984335812', '149530342X', '1534622144', '0451412729'}"
